name,position,era,speed,dribbling,shooting,defense,physical,iq,team
Giancarlo Antognoni #6,CDM,2014,80,82,74,76,83,89,Manchester United
Marko Milic #6,CM,2014,94,87,79,69,95,83,Paris SG
Patrick Vieira #6,LB,2022,87,66,47,98,76,91,Real Madrid
William Gallas #6,CDM,2014,92,80,80,75,79,93,Napoli
Dayot Upamecano #6,CB,2014,80,70,51,86,77,80,Barcelona
Lucas Hernández #6,GK,2022,71,38,20,91,80,81,Arsenal
Oscar #6,CB,2010,82,80,62,86,77,93,AC Milan
Vincent Kompany #6,CAM,2010,86,87,87,61,80,96,AC Milan
Djibril Cissé #6,CB,2010,77,65,63,91,96,90,Inter Milan
Diego Forlán #6,CDM,2022,94,88,81,66,78,80,Napoli
Sergio Batista #6,CDM,2010,93,81,79,78,98,95,Napoli
Andrea Pirlo #6,RB,2014,79,79,70,92,91,96,Juventus
Pepe #6,GK,2014,76,52,40,99,89,94,Manchester United
Dedryck Boyata #6,RB,2006,85,70,58,90,93,80,Real Madrid
Giorgio Chiellini #6,CAM,2018,79,82,65,73,82,86,Manchester United
Victor Valdés #6,CAM,2018,78,80,73,75,98,93,Paris SG
Ronaldo Nazário #6,RB,2010,87,61,62,85,90,97,Juventus
Steve Mandanda #6,CAM,2006,81,71,70,68,90,86,Inter Milan
Karl-Heinz Rummenigge #6,CM,2018,88,70,67,68,88,78,Real Madrid
Kevin Keegan #6,GK,2010,77,44,28,94,87,86,Juventus
Naohiro Takahara #6,CB,2022,75,70,70,99,90,96,Manchester United
Domingos Duarte #6,CB,2018,88,61,55,90,88,90,Bayern Munich
Pau Torres #6,LB,2010,88,79,47,86,92,87,Inter Milan
Garrincha #6,CDM,2022,78,88,86,82,95,86,Napoli
David Luiz #6,LW,2006,82,84,93,25,76,86,Manchester United
Francesco Totti #6,GK,2022,73,47,40,97,75,84,Chelsea
Jerome Boateng #6,CM,2022,89,90,79,61,95,95,Inter Milan
Ederson Moraes #6,CDM,2018,94,76,80,76,80,86,Napoli
Fabrice Barthez #6,GK,2010,82,52,41,91,89,86,AC Milan
Sergio Ramos #6,CB,2014,80,75,69,90,91,82,Chelsea
Hatem Ben Arfa #6,CM,2014,91,79,65,68,89,80,Bayern Munich
Roberto Ayala #6,CDM,2010,90,75,71,64,75,97,Bayern Munich
Lionel Messi #6,LB,2022,88,77,65,87,91,84,Real Madrid
Damiano Doni #6,LW,2018,87,78,96,57,79,78,Barcelona
Emiliano Martínez #6,CB,2014,76,68,64,85,89,96,Barcelona
Robinho #6,CM,2022,78,91,69,83,93,98,Real Madrid
Rio Ferdinand #6,RB,2014,79,71,66,97,79,83,AC Milan
Ahmed Hassan #6,CDM,2018,93,73,78,64,90,83,Manchester United
Stan Collymore #6,CB,2018,79,69,62,93,75,98,Chelsea
Gabriel Jesus #6,ST,2014,93,89,86,49,79,94,Arsenal
Stephan Henchoz #6,LB,2006,81,62,62,88,96,96,Chelsea
Phil Neville #6,ST,2010,84,78,85,26,89,97,AC Milan
Xavi Hernandez #6,ST,2014,85,80,89,33,82,82,Arsenal
Eusebio #6,LW,2006,91,94,83,26,77,87,Bayern Munich
João Félix #6,CAM,2018,83,78,65,65,92,98,Barcelona
Joao Cancelo #6,GK,2022,82,54,30,91,97,90,Manchester United
Rui Costa #6,LB,2010,75,68,56,90,93,92,Bayern Munich
Barry Davies #6,CAM,2022,92,90,86,79,94,85,Juventus
Trent Alexander-Arnold #6,ST,2010,95,85,87,34,75,97,Barcelona
Roy Keane #6,CB,2022,82,67,52,97,84,96,Real Madrid
Eric Cantona #6,RB,2006,89,60,54,90,80,91,Liverpool
Fernando Torres #6,ST,2010,84,78,97,35,75,79,Napoli
Aurelien Tchouameni #6,CB,2014,86,67,68,97,83,87,Real Madrid
Dennis Bergkamp #6,CAM,2022,82,87,77,79,98,82,Manchester United
Sergio Agüero #6,LB,2010,84,60,48,95,76,90,AC Milan
Ruben Dias #6,LW,2006,88,86,91,51,84,89,AC Milan
Giacinto Facchetti #6,ST,2022,91,84,97,53,91,88,Napoli
Philippe Coutinho #6,ST,2010,96,84,86,42,84,79,Napoli
Michu #6,LB,2014,78,71,67,95,85,85,Bayern Munich
Ray Clemence #6,LB,2014,80,77,70,91,83,84,Real Madrid
Ronaldinho Gaúcho #6,CDM,2010,85,79,78,82,89,87,Paris SG
Nicolás Otamendi #6,CB,2006,82,73,52,87,78,79,Arsenal
Felix Götze #6,LW,2018,94,88,98,38,91,93,Manchester United
Leroy Sané #6,RB,2006,83,77,61,94,77,95,Inter Milan
Robbie Keane #6,LW,2022,86,88,82,55,96,87,AC Milan
Aleksandar Kolarov #6,ST,2018,87,90,93,60,87,85,Real Madrid
Thiago Silva #6,ST,2006,84,87,96,59,86,86,Napoli
Xavi Hernández #6,RB,2014,84,78,69,96,85,88,AC Milan
Bastian Schweinsteiger #6,CM,2018,82,81,65,81,98,88,Paris SG
Juan Riquelme #6,LW,2014,88,89,83,41,85,83,Inter Milan
Youri Djorkaeff #6,CDM,2014,87,71,79,68,77,97,Inter Milan
Essam El-Hadary #6,LW,2006,84,95,96,31,96,98,Barcelona
Alan Hansen #6,CDM,2010,87,85,83,76,91,80,Manchester United
Holger Badstuber #6,LW,2018,83,84,92,45,82,80,Manchester United
Cafu #6,CDM,2022,78,80,77,76,86,97,Napoli
Carlos Tévez #6,CAM,2010,80,70,76,85,86,78,Manchester United
Nélson Semedo #6,LB,2014,82,71,50,85,78,95,Inter Milan
Jérôme Boateng #6,LW,2006,86,85,90,31,93,97,Juventus
Luka Modrić #6,CB,2014,84,68,63,90,92,90,Inter Milan
Leon Goretzka #6,CAM,2014,85,78,73,82,89,94,Manchester United
Robert Pires #6,CM,2022,82,81,87,76,85,91,Napoli
Philipp Lahm #6,RB,2018,77,72,58,92,90,83,Bayern Munich
David de Gea #6,CAM,2018,80,90,79,71,94,97,Real Madrid
Youri Tielemans #6,CM,2014,78,83,79,84,79,88,AC Milan
Sepp Maier #6,CB,2010,75,63,57,89,82,84,Inter Milan
Julian Alvarez #6,ST,2018,82,77,93,38,92,79,Barcelona
Gonzalo Montiel #6,LW,2014,93,78,86,29,85,87,Liverpool
Sandro Mazzola #6,CAM,2022,78,74,71,61,83,95,Napoli
Özil Mesut #6,CM,2014,80,88,66,66,94,80,Inter Milan
Álvaro Morata #6,CDM,2018,93,82,70,65,82,84,Manchester United
David Silva #6,CDM,2010,91,71,85,82,92,94,Napoli
Gökhan Inler #6,CAM,2006,92,90,69,83,98,80,Napoli
Alphonso Davies #6,CAM,2022,81,80,83,77,82,93,Napoli
Luis Fernando Muriel #6,LB,2006,86,77,46,94,96,91,Bayern Munich
Aurélien Tchouaméni #6,CM,2006,89,80,78,68,84,83,Arsenal
Petr Čech #6,CAM,2018,83,87,78,70,94,80,Napoli
Shinji Ono #6,ST,2022,90,86,95,58,90,78,Real Madrid
Alexis Sanchez #6,LW,2010,91,82,87,54,97,90,Barcelona
Yuri Zhirkov #6,ST,2010,82,90,85,42,98,84,Barcelona
Hennes Weisweiler #6,CAM,2022,83,79,81,67,75,88,Manchester United
Gilberto Silva #6,LB,2006,79,61,49,90,89,89,Barcelona
Berti Vogts #6,CAM,2006,94,84,82,73,82,83,Chelsea
Petr Cech #6,CM,2022,82,71,81,61,86,94,Juventus
Douglas Costa #6,LW,2018,91,93,87,29,82,93,Napoli
Marcelo #6,LW,2022,95,75,82,49,96,87,Chelsea
Rojas Marcos #6,LB,2010,86,60,66,93,79,92,Chelsea
Lucio #6,LB,2006,87,64,45,90,91,81,Chelsea
Silvain Wiltord #6,LB,2014,81,62,50,94,96,83,Barcelona
Frank Rijkaard #6,GK,2010,76,39,20,99,88,85,Paris SG
Casemiro #6,CDM,2018,94,71,86,67,95,81,Liverpool
Edinson Cavani #6,CAM,2006,88,88,75,80,83,80,Manchester United
Kostas Katsouranis #6,LW,2022,94,78,82,27,84,86,Paris SG
Deco #6,CAM,2014,89,82,86,82,77,94,Paris SG
Ilkay Gundogan #6,CDM,2022,81,76,74,73,92,81,Real Madrid
Roberto Rivelino #6,CAM,2014,88,85,65,72,84,78,Inter Milan
Paolo Maldini #6,CM,2010,85,75,79,65,87,94,Manchester United
Ézequiel Garay #6,LB,2006,84,76,69,92,97,93,Arsenal
Virgil van Dijk #6,GK,2014,77,41,31,93,93,81,Bayern Munich
Bernardo Silva #6,CM,2006,85,90,73,63,88,88,Arsenal
Liliam Thuram #6,LB,2010,75,68,62,96,94,88,Inter Milan
James Milner #6,CAM,2018,84,87,67,69,79,81,Barcelona
Roman Shirokov #6,CDM,2022,87,85,76,85,94,84,Barcelona
Oleg Blokhin #6,CDM,2018,92,73,66,75,89,86,Napoli
Arne Friedrich #6,LW,2006,87,94,82,48,88,87,Arsenal
Iker Casillas #6,CM,2010,86,92,75,76,85,95,Barcelona
Joan Capdevila #6,CM,2006,86,90,71,72,94,83,Real Madrid
Steven Gerrard #6,CAM,2006,93,82,80,77,89,83,Juventus
Jiří Krejčí #6,ST,2014,95,92,95,56,97,83,Manchester United
Carlos Bocanegra #6,CB,2014,84,80,63,99,85,81,Chelsea
John Wark #6,CM,2014,94,81,77,72,82,92,Chelsea
Mesut Özil #6,CDM,2014,81,70,88,78,87,82,Paris SG
Riyad Mahrez #6,LW,2006,85,80,87,30,83,80,Inter Milan
Jan Vertonghen #6,CB,2018,80,64,66,90,75,95,Chelsea
Andrés Iniesta #6,ST,2014,90,82,91,55,84,86,Paris SG
Anatoliy Kanischev #6,CM,2018,83,80,74,75,77,82,Inter Milan
Reece James #6,CAM,2010,91,80,84,78,86,94,Napoli
Makoto Hasebe #6,GK,2014,75,52,45,90,87,90,Juventus
Zinedine Zidane #6,CM,2018,85,75,69,82,91,88,Napoli
Rafael Borre #6,CM,2006,79,84,82,71,94,88,AC Milan
Ivan Varadin #6,CAM,2022,93,70,68,82,90,80,Paris SG
Dimitri Alenichev #6,CDM,2022,82,72,75,68,98,91,Liverpool
Roberto Carlos #6,CM,2014,87,74,75,63,89,92,Manchester United
Joel Alarcon #6,CAM,2006,82,92,66,60,79,85,Liverpool
Gianluca Zambrotta #6,LW,2010,89,83,84,50,89,89,AC Milan
Ederson #6,ST,2014,83,89,89,58,92,81,Bayern Munich
Moisés Caicedo #6,CDM,2010,79,82,67,78,84,90,Inter Milan
Claude Makélélé #6,GK,2014,80,39,22,95,86,88,Liverpool
Ferenc Puskás #6,LB,2010,84,64,46,97,82,86,Napoli
Joao Mario #6,RB,2018,83,79,68,92,93,78,Juventus
Andrés Iniesta Luján #6,CAM,2010,80,74,74,68,88,81,Chelsea
Lev Yashin #6,CB,2010,77,66,66,88,96,88,Manchester United
Sergio Peña #6,ST,2010,95,88,87,32,91,80,Arsenal
Sergio Aguero #6,LB,2010,86,61,65,98,78,89,Chelsea
Pascal Groß #6,ST,2022,91,86,95,28,78,85,Inter Milan
Andy Cole #6,RB,2022,79,72,65,98,87,80,Bayern Munich
Jorge Valdano #6,CDM,2014,78,70,70,73,75,78,Paris SG
Willy Sagnol #6,CM,2010,81,79,80,63,80,85,Liverpool
Tagliafico Nicolás #6,ST,2022,92,84,82,36,92,98,Barcelona
Juan Foyth #6,CDM,2014,92,74,77,75,88,89,Bayern Munich
Luis Garcia #6,CM,2006,92,91,66,67,75,82,Napoli
Dani Alves #6,ST,2010,83,75,92,59,79,88,Chelsea
Dejan Stankovic #6,RB,2006,85,79,68,97,78,85,Juventus
Valeriy Lobanovskyi #6,CM,2018,86,72,70,69,75,80,Liverpool
Ibarra Jairo #6,RB,2022,85,73,57,92,97,81,Napoli
Ronald de Boer #6,LB,2022,84,80,62,86,84,90,Barcelona
Fabinho #6,ST,2010,90,85,95,48,85,88,Chelsea
Peter Shilton #6,CM,2010,93,71,77,65,88,92,Manchester United
Sadio Mané #6,CAM,2006,82,71,69,81,80,78,Inter Milan
Graeme Souness #6,ST,2010,96,87,94,46,88,84,Chelsea
Diego Maradona #6,GK,2018,75,48,21,91,98,92,Napoli
Nacho Fernández #6,CM,2010,85,88,87,64,82,86,Paris SG
Paulo Dybala #6,CDM,2018,85,74,84,81,98,93,Juventus
Sami Nasri #6,LB,2018,80,70,67,93,83,86,Inter Milan
Neymar Jr #6,CAM,2010,79,86,71,74,83,97,Manchester United
Paul Scholes #6,RB,2010,83,66,63,97,92,82,Inter Milan
Guido Rodríguez #6,RB,2018,83,68,63,97,86,85,Napoli
Gianluigi Buffon #6,LB,2006,79,68,49,85,92,87,Bayern Munich
Neymar #6,LW,2010,88,76,82,52,75,80,Barcelona
Andriy Shevchenko #6,CB,2006,80,60,65,99,96,95,Liverpool
Granit Xhaka #6,ST,2006,90,83,95,46,92,89,Real Madrid
N'Golo Kanté #6,LB,2018,87,66,57,96,98,93,Inter Milan
Yasuhito Endo #6,CM,2006,94,85,86,81,76,82,Arsenal
Stelios Malezas #6,ST,2018,93,80,96,48,76,91,Paris SG
Michael Owen #6,CM,2018,86,77,88,74,76,85,Manchester United
Luis Diaz #6,CAM,2010,88,72,82,76,96,85,Real Madrid
Maicon #6,CAM,2010,82,74,81,77,93,97,Chelsea
Ivan Rakitic #6,LW,2022,93,77,85,52,78,95,Real Madrid
Jackie Charlton #6,LW,2010,91,93,97,33,95,90,Paris SG
Stéphane Guivarc'h #6,GK,2018,75,32,33,89,96,88,Arsenal
Pablo Sarabia #6,RB,2022,90,77,65,85,83,92,Napoli
Nemanja Vidic #6,GK,2010,78,35,32,99,95,94,AC Milan
Xavi Simons #6,CB,2006,82,62,65,96,87,97,Paris SG
Ian Callaghan #6,CAM,2006,93,89,79,61,98,81,Paris SG
Adriano Correia #6,CM,2014,94,81,69,73,80,86,AC Milan
Mateja Kežman #6,CM,2018,82,80,81,64,95,88,Liverpool
Olivier Giroud #6,CB,2018,83,65,64,91,83,90,Paris SG
Lúcio #6,LW,2014,93,78,83,58,97,90,Liverpool
Franco Baresi #6,CDM,2018,84,90,81,85,81,78,Liverpool
Gio de Arrascaeta #6,LB,2010,86,76,45,85,98,80,Napoli
Pedro #6,ST,2006,96,79,83,39,84,93,Arsenal
Karel Poborský #6,LW,2014,93,79,82,25,98,81,Napoli
Arturo Vidal #6,GK,2014,72,38,22,97,76,83,Barcelona
Srdjan Babić #6,CDM,2014,84,76,84,68,86,84,Arsenal
Peter Schmeichel #6,CDM,2010,92,80,83,65,98,79,Bayern Munich
Jay-Jay Okocha #6,LB,2006,80,62,45,85,97,92,Inter Milan
Gerard Piqué #6,CDM,2014,90,70,67,65,95,92,Chelsea
André Schürrle #6,ST,2014,82,88,84,58,84,96,Arsenal
Johan Cruyff #6,ST,2010,89,86,93,54,80,90,Manchester United
Paul Pogba #6,CAM,2018,93,75,84,62,78,94,Barcelona
Gianni Rivera #6,LB,2022,88,69,66,88,79,87,Paris SG
Juan Cuadrado #6,CAM,2010,78,70,71,66,95,94,Manchester United
Helder Postiga #6,ST,2022,83,78,94,57,78,94,Inter Milan
Christoph Kramer #6,LB,2018,77,66,57,89,80,89,Chelsea
Hidetoshi Nakata #6,LB,2014,80,73,68,85,80,82,Napoli
Rafael van der Vaart #6,LB,2022,83,68,61,93,91,97,Bayern Munich
Nicolas Otamendi #6,CDM,2006,94,84,80,81,85,79,Barcelona
Sokratis #6,CB,2006,79,66,56,90,84,97,Paris SG
Fred #6,CAM,2010,81,82,71,62,96,89,Juventus
Leandro Paredes #6,CM,2014,94,78,87,75,93,94,Manchester United
Gerard Pique #6,CAM,2010,93,76,69,75,77,79,Paris SG
Seydou Doumbia #6,LB,2014,78,65,65,85,79,89,Juventus
Fabio Cannavaro #6,ST,2010,84,92,89,50,88,91,AC Milan
Igor Akinfeev #6,RB,2006,90,62,56,88,98,90,Manchester United
Yuriel Celi #6,LW,2018,90,75,95,59,81,83,AC Milan
Stéphane Charbonnier #6,ST,2014,91,89,91,32,76,88,Paris SG
Benedikt Höwedes #6,CDM,2014,90,86,65,77,84,84,Arsenal
Ronaldinho #6,CDM,2014,84,90,71,85,82,79,Arsenal
Vinicius Jr #6,CM,2014,80,91,70,68,94,83,Manchester United
Nahuel Molina #6,CM,2022,83,78,70,62,87,87,Arsenal
Ronaldo #6,CDM,2018,88,90,70,82,96,79,AC Milan
Álvaro Arbeloa #6,RB,2014,90,66,61,86,77,83,Inter Milan
Julián Álvarez #6,CDM,2018,79,84,76,77,79,86,Juventus
Giorgios Karagounis #6,RB,2010,85,66,47,98,91,82,Liverpool
Juan Fernando Quintero #6,LW,2006,88,83,84,32,86,79,Manchester United
Antoine Griezmann #6,CDM,2022,93,91,78,74,91,93,Real Madrid
Abedi Pelé #6,LW,2006,93,81,88,46,92,84,Arsenal
Lilian Thuram #6,GK,2014,71,47,27,95,77,88,Real Madrid
Andy Robertson #6,ST,2006,86,95,95,32,84,96,Inter Milan
Ruben Riquelme #6,CDM,2006,79,79,78,77,76,96,Paris SG
Salif Keita #6,CDM,2018,80,88,68,66,88,86,Chelsea
Xherdan Shaqiri #6,CAM,2014,86,85,83,63,77,98,Paris SG
Juan Pablo Sorin #6,CB,2014,82,77,61,86,86,92,Manchester United
Patrice Evra #6,CB,2014,78,73,55,86,88,79,Inter Milan
Savo Milosevic #6,RB,2006,84,70,57,92,81,84,Napoli
Pantelis Kafes #6,ST,2022,92,83,85,55,86,98,Real Madrid
Gonçalo Inácio #6,CDM,2014,92,91,77,68,80,96,Inter Milan
Mikael Silvestre #6,CB,2022,85,65,54,86,88,89,Manchester United
Ben Chilwell #6,CAM,2006,81,79,65,62,94,82,Barcelona
Sergio Busquets #6,RB,2018,88,61,58,92,92,86,Manchester United
Vieira Patrick #6,CDM,2014,84,82,73,69,86,86,Arsenal
González Higuaín #6,ST,2014,94,80,88,27,89,93,Chelsea
Lisandro Martinez #6,ST,2006,96,85,87,36,78,93,Real Madrid
Alex Valdivia #6,RB,2010,89,80,64,86,98,97,Chelsea
Jan Krejčí #6,RB,2014,90,65,69,90,76,90,Chelsea
John Toshack #6,ST,2022,85,94,88,44,83,91,Paris SG
Éric Abidal #6,CAM,2006,80,75,68,70,79,96,Arsenal
Ernst Happel #6,RB,2018,81,60,46,86,98,97,Arsenal
Sami Khedira #6,CAM,2010,81,72,77,77,78,88,Napoli
Bentaleb Nacho #6,CM,2014,86,85,74,68,87,96,Manchester United
Frank de Boer #6,CM,2022,78,79,75,80,94,91,Barcelona
Álvaro Recoba #6,RB,2006,90,69,58,98,79,80,Manchester United
Müller Thomas #6,CDM,2014,86,81,72,66,91,97,Bayern Munich
Jorge Carrascal #6,CAM,2014,92,80,88,77,93,93,AC Milan
Jorginho #6,RB,2018,82,76,60,97,92,81,Arsenal
Gomez Ricardo #6,ST,2014,94,94,87,41,80,85,AC Milan
Javi Martínez #6,CM,2018,81,78,71,74,86,83,Manchester United
Rodrigo Moreno #6,RB,2022,84,67,56,94,90,83,Chelsea
Ruud Gullit #6,CAM,2006,92,84,65,69,94,80,Bayern Munich
Jesús Navas #6,CAM,2018,81,70,79,73,98,90,Paris SG
Paul Breitner #6,CAM,2022,78,75,80,71,76,85,Arsenal
Robert Lewandowski #6,RB,2022,90,62,56,88,84,96,Manchester United
Jamal Musiala #6,CB,2014,79,74,64,87,79,84,Napoli
Vassilis Torosidis #6,LB,2014,84,71,58,87,85,92,Real Madrid
Mbappé Kylian #6,LB,2022,89,70,47,94,89,93,Chelsea
Cesc Fàbregas #6,RB,2010,76,60,52,86,88,81,Juventus
Nemanja Matić #6,ST,2010,89,94,83,29,90,81,Chelsea
Thibault Courtois #6,GK,2018,79,35,42,95,91,80,Napoli
Pauleta #6,CDM,2010,93,88,80,64,93,96,Real Madrid
Hernán Crespo #6,CM,2010,94,70,87,85,87,84,Real Madrid
Carlos Puyol #6,CB,2006,75,80,64,89,79,81,Barcelona
Kazuyoshi Miura #6,CAM,2006,85,80,74,67,76,97,Liverpool
Yacine Brahimi #6,LW,2014,82,90,91,53,80,97,Paris SG
Dwight Yorke #6,CDM,2018,90,74,77,81,81,89,Juventus
DaMarcus Beasley #6,CM,2014,92,75,73,75,87,81,Inter Milan
Mark González #6,CM,2006,80,72,66,85,85,81,Paris SG
Boban Marjanovic #6,CAM,2022,85,78,85,64,80,84,Liverpool
Javier Ramales #6,CB,2010,77,74,59,86,82,97,Arsenal
Sérgio Ramos #6,LW,2022,95,77,96,42,95,85,Bayern Munich
Mohamed Salah #6,ST,2010,90,86,85,47,96,81,Inter Milan
Quinton Fortune #6,LB,2014,87,73,53,92,89,96,Arsenal
Claude Makele #6,LB,2014,76,67,57,91,89,80,Juventus
Cicinho #6,LW,2022,87,76,92,41,79,81,Juventus
Yoann Gourcuff #6,CDM,2022,81,83,75,82,80,80,Juventus
Michel Platini #6,CM,2022,86,92,71,77,81,96,Barcelona
Kevin De Bruyne #6,LB,2018,88,65,46,97,77,79,Chelsea
Juan Pablo Sorín #6,CB,2014,87,62,49,89,94,88,Paris SG
Emanuel Mammana #6,CB,2018,90,73,45,96,82,88,AC Milan
Mario Mandžukić #6,ST,2014,83,85,84,56,75,89,Real Madrid
Diogo Jota #6,CDM,2010,88,88,68,64,84,90,Barcelona
Bojan Djordjic #6,LB,2006,78,69,66,92,79,92,Arsenal
Gerd Müller #6,LW,2006,86,77,89,38,85,92,Barcelona
Rúben Neves #6,LB,2022,84,68,60,88,96,90,Chelsea
Gavi #6,LW,2014,90,89,84,56,93,81,Real Madrid
Johan Neeskens #6,ST,2014,96,90,85,50,85,78,Paris SG
Luis Nani #6,CDM,2022,89,78,65,66,82,82,Paris SG
Ezequiel Lavezzi #6,LB,2014,79,67,66,86,77,96,Juventus
Javier Pastore #6,LW,2022,85,78,94,43,93,97,Juventus
Raí #6,CM,2018,82,92,69,85,90,81,Inter Milan
Nigel de Jong #6,LW,2010,92,77,88,35,85,95,Chelsea
Bobby Moore #6,RB,2018,78,69,49,87,87,87,Chelsea
Peter Čech #6,CDM,2022,94,86,67,69,94,81,Barcelona
Stanley Matthews #6,CAM,2010,90,75,83,79,76,89,AC Milan
Juan Roman Riquelme #6,CDM,2006,83,75,82,79,89,80,Real Madrid
Kenny Dalglish #6,GK,2006,78,50,29,89,81,93,Inter Milan
Samuel Eto'o #6,LB,2014,75,79,60,85,83,91,Inter Milan
Diego Milito #6,CAM,2006,92,77,66,71,80,98,AC Milan
Giorgos Samaras #6,CDM,2010,90,87,81,60,91,84,Bayern Munich
Cristian Benavente #6,CB,2010,86,61,53,99,97,78,Juventus
Darko Kovacevic #6,GK,2018,79,35,43,94,85,95,Liverpool
Héctor Enrique #6,LB,2018,75,62,68,97,89,83,Bayern Munich
Alberto Gilardino #6,CAM,2006,89,74,82,70,89,83,Chelsea
Pelé Abedi #6,LW,2018,84,77,86,60,94,86,Arsenal
Ashley Cole #6,LW,2022,92,78,93,42,83,89,Bayern Munich
Mickaël Silvestre #6,CB,2018,84,67,59,85,81,88,Napoli
Andres Iniesta #7,CB,2022,90,72,69,94,94,90,Napoli
Milla Roger #7,LB,2014,87,70,60,86,80,95,Chelsea
Maradona Diego #7,ST,2018,91,86,97,42,92,85,Manchester United
Maarten Stekelenburg #7,CM,2006,91,80,76,67,86,94,Napoli
Eder Militao #7,CDM,2014,83,82,75,74,75,78,Real Madrid
Ryan Giggs #7,LB,2010,84,80,68,96,93,83,Manchester United
Raphaël Varane #7,LB,2006,86,63,60,94,87,80,Napoli
Bobby Charlton #7,CM,2022,89,73,79,64,97,97,AC Milan
Edwin van der Sar #7,LW,2022,83,93,93,50,82,86,Chelsea
Dimitri Payet #7,CM,2014,89,81,88,79,76,83,Liverpool
Kylian Mbappé #7,LB,2006,79,63,67,85,92,92,AC Milan
Javi Martinez #7,ST,2018,82,93,83,51,77,79,Real Madrid
Bruno Guimaraes #7,ST,2014,82,89,94,60,82,79,Chelsea
Abdessalem Ayouni #7,CAM,2022,87,86,71,68,94,83,Napoli
Jimmy Greaves #7,LW,2018,82,79,93,51,85,98,Inter Milan
Antony #7,CDM,2010,92,80,80,81,75,83,Real Madrid
Ilkay Gündogan #7,CAM,2018,83,74,74,72,87,82,Bayern Munich
Didier Drogba #7,CM,2018,80,88,78,73,88,79,Napoli
Cesc Fabregas #7,CB,2010,76,78,47,91,76,82,Napoli
Branislav Ivanovic #7,CB,2022,75,67,64,94,96,90,Bayern Munich
Miguel Borja #7,CDM,2014,89,84,68,83,95,88,Manchester United
Teddy Sheringham #7,ST,2014,89,91,87,50,96,96,Arsenal
Alejandro Garnacho #7,LW,2010,88,78,84,46,94,92,Real Madrid
Éver Banega #7,CDM,2010,83,86,68,69,80,89,AC Milan
Richarlison #7,ST,2014,84,87,83,27,94,93,Juventus
Lukas Podolski #7,LW,2006,82,91,86,42,92,94,Real Madrid
Enzo Fernández #7,LW,2006,84,81,96,35,80,87,Real Madrid
Mladen Krstajic #7,CDM,2006,86,78,81,74,87,81,Manchester United
Jonathan Calleri #7,ST,2010,95,90,89,28,97,78,Bayern Munich
Nicolas De La Cruz #7,RB,2014,75,74,57,94,95,95,Arsenal
Jemerson #7,CB,2022,87,78,47,92,85,95,Manchester United
Arjen Robben #7,CB,2018,90,68,46,94,89,98,Chelsea
Thierry Henry #7,LB,2006,81,73,45,89,86,96,Chelsea
Per Mertesacker #7,ST,2022,89,87,87,32,79,83,Inter Milan
Wayne Rooney #7,CB,2018,79,80,66,95,81,93,Paris SG
Frank Leboeuf #7,LW,2018,90,92,97,41,81,92,Real Madrid
Tim Cahill #7,LW,2006,94,87,88,36,94,97,Chelsea
Aleksandar Mitrović #7,LB,2018,86,63,53,88,79,94,Barcelona
Gonzalo Higuain #7,LW,2010,87,86,87,32,95,89,Paris SG
Luka Modric #7,RB,2022,89,66,62,87,92,86,Inter Milan
Villasanti Diego #7,LW,2018,91,91,96,58,81,85,AC Milan
Valentin Azmayev #7,ST,2014,87,87,93,30,77,93,AC Milan
Néstor Clausen #7,ST,2022,96,77,82,42,89,92,Bayern Munich
Cristiano Ronaldo #7,CDM,2022,86,86,80,68,80,98,Paris SG
Bacary Sagna #7,LB,2018,78,62,66,86,92,91,Chelsea
Sagna #7,RB,2014,85,60,64,96,75,78,AC Milan
Olivier Kapo #7,CM,2014,81,73,87,68,75,97,Barcelona
Steve McManaman #7,RB,2010,83,80,50,96,88,79,Juventus
Simão Sabrosa #7,ST,2006,86,86,94,38,83,82,Bayern Munich
Franck Ribery #7,LW,2010,92,88,94,51,87,82,Inter Milan
Hans-Jürgen Cramer #7,LW,2006,91,88,82,48,81,93,AC Milan
Raúl Meireles #7,CAM,2014,88,86,83,65,87,96,AC Milan
Papiss Cissé #7,LW,2022,87,80,93,49,98,81,Paris SG
Frédéric Kanoute #7,CM,2006,78,71,65,60,97,87,Napoli
Sergio Romero #7,CDM,2010,78,86,71,85,97,78,AC Milan
Luis Suárez #7,ST,2010,83,91,93,47,93,95,Barcelona
Juan Manuel Ibarbo #7,CAM,2010,91,82,71,72,79,81,Napoli
Mario Gómez #7,ST,2018,90,92,83,33,97,90,AC Milan
Bruno Fernandes #7,ST,2006,89,83,82,54,87,81,Bayern Munich
Matías Fernández #7,LW,2010,89,95,97,46,77,85,Arsenal
Elías Figueroa #7,CAM,2010,82,74,71,81,85,84,Chelsea
David Alaba #7,LW,2010,92,84,82,48,84,90,AC Milan
Stefan Mitrović #7,RB,2006,89,79,68,93,88,94,Liverpool
Roberto Firmino #7,ST,2010,90,76,96,56,91,80,AC Milan
Bruno Alves #7,ST,2018,85,76,93,40,86,79,Barcelona
Lucas Paqueta #7,CM,2018,94,72,83,75,90,78,Real Madrid
Abelardo Fernandez #7,CDM,2010,93,91,76,63,90,93,Liverpool
Lopes Anthony #7,LW,2022,90,90,94,55,93,83,Juventus
Mateja Kezman #7,LW,2010,83,88,82,49,81,78,Barcelona
Frederic Kanouté #7,CM,2010,94,90,65,68,83,91,AC Milan
