name,position,era,speed,dribbling,shooting,defense,physical,iq,team
Ferran Torres #6,ST,2010,94,92,84,52,95,98,Arsenal
Ferenc Puskás #6,CM,2014,88,82,66,79,79,97,AC Milan
Luis Nani #6,CM,2014,94,90,70,61,93,97,AC Milan
Seydou Doumbia #6,CAM,2010,94,87,69,77,76,83,Paris SG
Sergio Romero #6,LW,2022,84,92,82,49,90,89,Real Madrid
Leandro Paredes #6,ST,2014,86,83,89,28,77,95,AC Milan
Stéphane Charbonnier #6,CAM,2006,81,84,86,62,97,79,Paris SG
Manuel Neuer #6,CB,2010,78,69,49,95,97,86,Real Madrid
Claude Makélélé #6,CAM,2006,88,77,85,68,82,81,Real Madrid
Alejandro Balde #6,CM,2014,94,81,75,80,77,91,Arsenal
Romário Baldé #6,RB,2014,79,66,57,92,81,91,Barcelona
Álvaro Morata #6,LB,2022,85,63,66,92,85,97,Bayern Munich
Franck Ribery #6,CAM,2022,90,85,85,68,95,82,Bayern Munich
Uli Hoeness #6,ST,2018,90,76,96,59,97,85,Bayern Munich
Javier Mascherano #6,ST,2006,94,84,88,46,84,98,Bayern Munich
Sandro #6,CAM,2022,78,91,77,64,78,89,Juventus
Jorge Valdano #6,CB,2010,90,63,61,96,79,88,Arsenal
Guido Rodríguez #6,CM,2014,89,74,70,81,93,83,Napoli
Srdjan Babić #6,LW,2018,94,83,92,57,87,90,Real Madrid
Ibarra Jairo #6,CB,2022,80,73,53,85,86,93,Paris SG
Júlio Cesar #6,ST,2006,95,77,94,40,82,79,Liverpool
Jay DeMerit #6,LW,2018,84,76,92,38,90,90,AC Milan
David Trezeguet #6,LB,2010,90,68,54,96,86,90,Juventus
Pantelis Kafes #6,ST,2010,87,94,92,36,78,97,Inter Milan
Blaise Matuidi #6,CAM,2018,82,72,78,64,86,86,Napoli
Gonzalo Higuaín #6,GK,2006,80,55,22,94,94,83,Paris SG
Álvaro Arbeloa #6,LW,2018,96,89,94,29,80,93,Chelsea
Samuel Eto'o #6,LW,2018,87,91,90,47,96,97,Arsenal
William Carvalho #6,LW,2022,92,87,98,32,96,85,Real Madrid
Andrey Arshavin #6,GK,2006,82,49,26,92,77,86,Arsenal
Maximiliano Rodríguez #6,LW,2010,87,89,85,45,91,88,Napoli
Peter Beardsley #6,CDM,2010,82,86,84,70,94,83,Barcelona
Seydou Keïta #6,CDM,2006,87,88,65,71,84,87,Real Madrid
Steve McManaman #6,GK,2010,76,47,38,90,90,96,Bayern Munich
William Gallas #6,LB,2014,83,65,57,98,94,79,Chelsea
Ousmane Dembélé #6,CM,2018,86,75,81,65,83,97,Barcelona
Emiliano Martínez #6,CDM,2010,83,84,75,65,96,83,Bayern Munich
Hulk #6,GK,2006,72,34,28,94,80,86,Juventus
Bruno Guimaraes #6,GK,2014,81,45,45,88,83,89,Barcelona
Pele #6,CM,2018,89,81,81,66,85,95,Real Madrid
Mohamed Salah #6,RB,2006,90,65,48,91,95,79,Juventus
Adriano #6,CDM,2014,88,74,67,81,75,86,Barcelona
Dani Alves #6,CDM,2006,88,74,81,66,93,92,Chelsea
Massimo Oddo #6,CDM,2006,94,88,70,62,80,86,Paris SG
Quinton Fortune #6,CDM,2010,78,73,75,79,90,86,Inter Milan
Javi Martinez #6,CB,2006,86,71,62,95,82,81,Napoli
Yoann Gourcuff #6,GK,2018,77,37,21,97,91,93,Real Madrid
Edinson Cavani #6,CAM,2006,94,80,84,65,91,86,Bayern Munich
André Schürrle #6,CM,2014,89,70,82,70,86,89,Arsenal
Zinédine Zidane #6,ST,2014,96,88,83,43,98,79,Arsenal
Dennis Bergkamp #6,CM,2010,94,72,72,62,84,82,Arsenal
Stéphane Henchoz #6,LB,2022,78,78,48,97,89,85,AC Milan
Joel Matip #6,CAM,2014,89,89,67,71,83,80,Manchester United
Ruud Gullit #6,CAM,2006,86,82,73,73,80,83,Paris SG
Aleksandar Kolarov #6,GK,2010,73,39,26,91,95,93,Napoli
Gerd Müller #6,CM,2014,89,81,88,74,95,88,Chelsea
Lúcio #6,LB,2022,83,75,62,90,98,98,Paris SG
Shay Given #6,CB,2018,89,72,64,86,88,78,Arsenal
Xavi Simons #6,LB,2006,75,67,59,87,98,95,Inter Milan
Leroy Sané #6,CAM,2014,92,76,81,75,92,97,Inter Milan
Réduan Amrani #6,CDM,2014,94,89,86,61,77,88,Barcelona
Ahmed Hassan #6,ST,2006,90,75,84,55,77,88,Paris SG
Paul Breitner #6,LW,2010,87,87,90,26,90,87,Inter Milan
Aymeric Laporte #6,CDM,2010,89,71,73,68,91,81,Manchester United
Sepp Maier #6,RB,2014,89,75,47,89,81,80,AC Milan
Mario Gomez #6,RB,2010,86,79,49,93,78,90,Arsenal
Cristiano Ronaldo #6,LB,2022,79,61,66,98,91,80,Bayern Munich
Karl-Heinz Rummenigge #6,CM,2006,86,74,72,66,89,98,AC Milan
Ian Callaghan #6,CM,2014,93,81,71,78,93,94,Liverpool
Johan Neeskens #6,ST,2022,96,75,82,59,80,91,Paris SG
Aurelien Tchouameni #6,LW,2010,82,85,96,47,75,91,Napoli
Florian Thauvin #6,LW,2014,93,90,95,40,87,84,Barcelona
Ronaldo #6,RB,2006,84,64,54,95,98,97,Real Madrid
Jimmy Greaves #6,LB,2010,88,69,58,94,90,85,Paris SG
Julián Álvarez #6,ST,2018,84,77,97,56,89,78,Paris SG
Bernardo Silva #6,ST,2022,93,89,93,48,80,88,Real Madrid
Kenny Dalglish #6,RB,2014,81,77,70,87,86,97,Chelsea
Silvain Wiltord #6,RB,2022,78,77,48,86,77,81,Bayern Munich
Agustin Fontana #6,LW,2010,87,91,90,34,91,92,Liverpool
Juan Fernando Quintero #6,LW,2014,91,86,94,36,98,98,Juventus
Maradona Diego #6,LB,2018,88,74,58,99,91,83,Barcelona
Jader Obrian #6,CDM,2006,82,76,87,85,80,79,Real Madrid
Damiano Doni #6,CB,2018,85,61,50,98,76,78,Liverpool
Therry Henry #6,CAM,2022,91,86,85,74,89,86,Manchester United
Xherdan Shaqiri #6,ST,2014,93,75,91,59,76,85,Real Madrid
Darko Kovacevic #6,CM,2014,91,76,69,72,79,81,Napoli
José Fonte #6,CDM,2014,89,86,86,76,82,93,Paris SG
Mikaël Silvestre #6,ST,2014,94,75,91,47,95,88,Manchester United
Milla Roger #6,ST,2006,94,82,89,33,81,94,Real Madrid
Gonzalo Montiel #6,LB,2010,85,73,64,92,89,86,Liverpool
Sylvain Wiltord #6,CDM,2018,93,91,82,70,86,89,Manchester United
David Silva #6,CDM,2006,89,86,70,64,90,88,Inter Milan
Özil Mesut #6,CAM,2006,84,84,88,73,83,89,Inter Milan
João Félix #6,CM,2022,94,86,70,68,95,95,Arsenal
Neymar #6,CAM,2010,84,87,70,78,95,96,Arsenal
Renan Lodi #6,LB,2022,84,61,68,86,78,78,Paris SG
Marquinhos #6,GK,2022,75,32,39,98,95,79,Liverpool
Danilo #6,ST,2022,82,84,84,43,89,86,Bayern Munich
Romário #6,LB,2006,75,60,50,92,94,89,Chelsea
Rúben Neves #6,RB,2010,87,76,50,92,80,80,Juventus
Diego Maradona #6,CM,2010,91,78,68,73,77,89,Juventus
Robert Lewandowski #6,ST,2022,84,89,94,60,81,84,Bayern Munich
Joshua Kimmich #6,CM,2022,90,90,71,69,78,80,Paris SG
Paolo Maldini #6,LW,2010,89,87,88,50,76,98,Napoli
Ismaël Bangoura #6,LW,2022,82,91,89,44,77,93,Arsenal
Acuña Marcos #6,CM,2018,82,71,85,70,81,82,AC Milan
Jesús Navas #6,LW,2022,95,81,83,52,76,84,Chelsea
González Higuaín #6,CM,2006,84,92,81,76,80,94,Bayern Munich
Alexis Sánchez #6,ST,2018,93,83,87,50,89,87,Inter Milan
Eden Hazard #6,CAM,2018,79,80,88,65,94,79,AC Milan
Paul Pogba #6,GK,2014,80,35,32,90,85,87,Manchester United
Carlos Bocanegra #6,ST,2022,87,83,82,36,97,90,Bayern Munich
Shinji Ono #6,CDM,2006,88,74,65,74,83,98,Napoli
Inigo Martinez #6,LW,2006,95,78,93,58,95,83,Barcelona
José Manuel Reina #6,LW,2022,95,91,91,45,96,96,AC Milan
Ricky Alvarez #6,CDM,2018,79,77,88,80,79,89,Real Madrid
Yaya Touré #6,CDM,2018,82,85,65,61,96,89,Juventus
Lisandro Martinez #6,ST,2010,82,79,87,42,94,90,Bayern Munich
Marco van Basten #6,CM,2006,93,87,75,62,89,85,Juventus
Bacary Sagna #6,RB,2006,88,69,45,93,96,81,AC Milan
Luis Garcia #6,CM,2006,90,76,74,60,92,91,Barcelona
Cafu #6,GK,2018,70,44,42,97,89,91,Chelsea
Rodri #6,LW,2006,95,87,97,44,78,86,Paris SG
Diego Forlán #6,ST,2022,96,93,87,60,97,82,Liverpool
Antoine Griezmann #6,LW,2018,91,89,85,28,85,91,Napoli
Nemanja Matić #6,CM,2006,81,89,80,61,89,89,Bayern Munich
Peter Crouch #6,LB,2018,76,80,70,97,94,80,Paris SG
Mateja Kezman #6,CB,2022,87,60,58,90,91,78,Juventus
Mathieu Valbuena #6,GK,2006,82,30,36,93,79,87,Real Madrid
Gabriel Jesus #6,CDM,2010,92,87,81,65,86,98,Arsenal
David Villa #6,LW,2022,95,95,92,45,82,89,Chelsea
Helder Postiga #6,CAM,2010,83,84,82,63,90,89,Real Madrid
Sadio Mane #6,GK,2010,71,42,43,98,91,90,Arsenal
Graeme Souness #6,CDM,2010,86,73,86,68,85,83,Chelsea
Filippo Inzaghi #6,GK,2010,73,44,37,98,78,83,Napoli
Per Mertesacker #6,LW,2018,88,90,84,40,80,93,Juventus
Rúben Dias #6,GK,2022,74,40,30,89,75,83,Chelsea
Ronald de Boer #6,LW,2010,96,75,91,52,85,93,Liverpool
Marco Materazzi #6,CAM,2014,83,89,76,64,87,80,Napoli
Sasa Ilic #6,CDM,2018,84,89,88,60,98,98,AC Milan
Gio Simeone #6,CB,2010,79,67,63,99,89,95,Arsenal
Jose Manuel Reina #6,ST,2010,85,80,83,49,97,87,Inter Milan
Ever Banega #6,CAM,2006,90,76,80,84,94,93,Arsenal
Jiří Krejčí #6,CM,2018,86,92,79,61,80,95,Manchester United
Petr Čech #6,CDM,2010,88,90,66,79,76,94,Real Madrid
Stanley Matthews #6,CB,2006,75,61,60,97,86,79,Manchester United
Samir Nasri #6,RB,2022,76,64,65,93,90,78,Barcelona
Ronnie Whelan #6,CAM,2018,87,71,84,76,92,78,Barcelona
Ray Clemence #6,LW,2006,83,90,84,50,78,82,Napoli
Kaka #6,LB,2018,85,65,64,92,75,90,Chelsea
Marco Asensio #6,LB,2006,76,73,51,91,77,78,Arsenal
Antony #6,LW,2010,92,77,97,53,92,93,Manchester United
Deco #6,CM,2014,83,88,88,64,88,97,Chelsea
Carvajal #6,ST,2010,92,88,92,29,96,79,Arsenal
Daniele De Rossi #6,ST,2010,94,76,88,53,75,91,Bayern Munich
Savo Milošević #6,RB,2022,78,74,57,96,96,78,Bayern Munich
Carles Puyol #6,CAM,2014,82,89,75,64,98,83,Paris SG
Teddy Sheringham #6,LB,2006,79,60,52,93,88,88,Real Madrid
Andrés D'Alessandro #6,LW,2022,85,86,84,59,89,82,AC Milan
Ivan Rakitic #6,CB,2022,87,77,48,98,88,89,Inter Milan
Sagna #6,CM,2018,78,77,85,79,90,92,Liverpool
Gio de Arrascaeta #6,CAM,2010,85,81,77,67,88,85,Inter Milan
Carlos Tévez #6,ST,2010,91,90,97,53,81,93,Juventus
Bruno Alves #6,ST,2010,88,90,84,39,98,95,Liverpool
Sergio Peña #6,CDM,2022,93,80,69,74,96,84,Juventus
Emmanuel Macron #6,LW,2014,95,75,97,35,98,94,Manchester United
Youri Djorkaeff #6,CM,2014,82,89,66,84,81,89,Manchester United
Richarlison #6,LB,2022,80,70,65,85,80,87,AC Milan
Peter Schmeichel #6,LB,2006,87,75,69,95,97,79,Inter Milan
Toby Alderweireld #6,LB,2022,78,75,47,85,77,84,Paris SG
Ronaldo Nazario #6,RB,2018,79,74,46,99,78,93,Inter Milan
Mario Mandzukic #6,LW,2010,92,91,97,38,80,97,Manchester United
Predrag Djordjevic #6,CB,2014,86,65,57,87,97,97,Manchester United
Alberto Gilardino #6,ST,2010,88,89,87,30,80,95,Bayern Munich
Thiago Silva #6,CM,2006,90,87,65,76,86,95,Juventus
Kingsley Coman #6,CM,2022,83,70,79,63,83,95,Bayern Munich
Gary Neville #6,LW,2022,84,75,84,31,80,91,Real Madrid
Sergio Aguero #6,LB,2022,75,75,50,88,89,93,Paris SG
Alejandro Garnacho #6,GK,2006,72,35,37,88,98,97,Juventus
Jay-Jay Okocha #6,CM,2018,90,90,76,82,82,97,Arsenal
Vinícius Júnior #6,CDM,2018,78,75,72,82,76,96,AC Milan
Mickaël Silvestre #6,RB,2022,86,68,65,98,96,95,Real Madrid
Jesus Navas #6,ST,2018,95,82,85,27,98,83,Bayern Munich
Cristian Romero #6,CM,2018,84,88,70,78,80,92,Liverpool
Wayne Rooney #6,CM,2014,79,78,67,64,87,78,Barcelona
Laurent Blanc #6,CM,2022,80,71,70,67,79,97,Manchester United
Aleksandar Mitrović #6,CAM,2022,92,78,81,69,83,97,AC Milan
N'Golo Kante #6,CB,2014,83,62,69,95,95,78,Inter Milan
Hidetoshi Nakata #6,CM,2022,92,90,68,71,84,90,AC Milan
Giorgios Karagounis #6,RB,2010,77,70,57,89,89,85,Bayern Munich
Emanuel Mammana #6,CAM,2014,79,72,72,78,90,90,Chelsea
Guido Rodriguez #6,LB,2018,75,72,69,99,77,81,Juventus
Gianni Rivera #6,CB,2022,85,65,51,96,82,78,Manchester United
Alan Hansen #6,CAM,2014,89,79,76,68,95,89,Inter Milan
Hernandez Hugo #6,GK,2006,77,36,21,99,89,80,Liverpool
Pedri #6,LB,2014,86,76,70,93,98,89,Real Madrid
Tagliafico Nicolás #6,GK,2014,74,49,22,91,97,84,Liverpool
Éric Cantona #6,CDM,2022,83,82,72,79,90,86,Liverpool
Kevin De Bruyne #6,CDM,2018,88,71,85,70,89,98,Chelsea
Ghighlione Carlos #6,RB,2006,87,74,51,96,97,94,Liverpool
Mats Hummels #7,ST,2010,84,91,93,49,93,81,AC Milan
Alexis Sanchez #7,CM,2006,88,70,68,66,77,83,Manchester United
Jackie Charlton #7,LW,2006,92,76,90,26,81,96,Real Madrid
Dayot Upamecano #7,GK,2010,82,54,43,89,94,88,Manchester United
Yuriel Celi #7,LW,2018,89,93,87,31,81,86,Barcelona
Lilian Thuram #7,CDM,2014,91,74,74,70,96,80,Liverpool
Makoto Hasebe #7,ST,2010,85,91,87,38,82,95,Inter Milan
Pau Torres #7,RB,2014,90,65,48,85,81,95,Paris SG
Carlos Tevez #7,RB,2006,90,79,68,85,78,96,Barcelona
Sandro Mazzola #7,CM,2014,94,75,66,66,98,82,AC Milan
Ben Chilwell #7,ST,2022,85,83,96,41,84,85,AC Milan
Nigel de Jong #7,CDM,2010,81,73,86,79,80,82,Bayern Munich
Tim Cahill #7,LB,2014,81,65,49,92,76,80,Bayern Munich
Steve Heighway #7,RB,2006,75,75,65,86,84,88,Inter Milan
Michael Owen #7,CDM,2018,78,89,69,85,80,95,Barcelona
Ricardo Quaresma #7,GK,2010,80,40,21,91,91,93,Inter Milan
Ronaldinho #7,ST,2014,95,81,85,58,79,91,Barcelona
Isco #7,RB,2006,86,80,54,85,78,90,AC Milan
Didier Drogba #7,ST,2022,96,88,92,31,88,91,Bayern Munich
Christian Vieri #7,CDM,2022,87,71,76,65,81,86,Real Madrid
Rio Ferdinand #7,LW,2010,92,87,98,31,79,96,AC Milan
Raúl Meireles #7,GK,2014,72,36,23,93,91,90,Real Madrid
Giorgian de Arrascaeta #7,CAM,2022,80,79,74,80,84,89,Juventus
Juan Pablo Sorín #7,CM,2014,88,77,78,84,91,81,Paris SG
Bruno Fernandes #7,CM,2018,82,83,69,69,97,83,Juventus
João Cancelo #7,CB,2010,79,63,46,98,76,85,Liverpool
Nicolás Otamendi #7,RB,2018,81,75,63,90,93,84,Bayern Munich
Esteban Paredes #7,CAM,2014,88,90,65,77,85,84,Paris SG
Ézequiel Garay #7,GK,2010,70,49,26,90,77,82,AC Milan
Fernandinho #7,LB,2022,75,71,48,88,81,96,Real Madrid
Nery Pumpido #7,CAM,2022,83,82,85,84,80,93,Juventus
Benedikt Höwedes #7,LW,2014,96,84,96,41,83,89,Bayern Munich
Éric Abidal #7,CAM,2006,82,75,69,79,94,98,AC Milan
Jorge Valdivia #7,CM,2018,84,83,70,61,90,93,Juventus
Aleksandr Smertin #7,CAM,2018,78,70,84,76,89,78,AC Milan
Frank Leboeuf #7,ST,2010,91,92,84,28,96,94,Napoli
Rinus Michels #7,ST,2018,95,92,87,48,80,83,Inter Milan
Papiss Cissé #7,RB,2014,76,80,61,95,81,91,Barcelona
Gennaro Gattuso #7,CDM,2006,81,92,72,78,80,90,Paris SG
Savo Milosevic #7,CDM,2006,92,76,77,72,84,90,Arsenal
Ousmane N'Doye #7,CDM,2010,93,87,85,69,98,89,Inter Milan
Abedi Pele #7,CAM,2006,85,90,76,69,87,80,Inter Milan
Ulreich Sven #7,LB,2010,77,70,60,97,92,88,Napoli
Andy Robertson #7,CDM,2018,85,92,77,69,84,84,Real Madrid
Fernando Gago #7,CM,2022,78,74,88,74,78,79,Arsenal
Pablo Sarabia #7,RB,2022,90,67,70,93,91,95,Bayern Munich
Álvaro Recoba #7,CB,2014,79,66,56,87,98,85,Paris SG
Arne Friedrich #7,LB,2022,85,76,50,95,84,84,AC Milan
Brad Friedel #7,LB,2022,87,76,52,90,85,79,Chelsea
Luis Fernando Muriel #7,LB,2022,88,67,52,97,83,83,AC Milan
Daniel Alves #7,GK,2010,72,46,28,89,98,83,Juventus
Danilo Carrillo #7,ST,2010,87,76,85,30,75,95,Inter Milan
Luis Diaz #7,CAM,2022,78,75,66,80,78,86,Real Madrid
Peter Shilton #7,GK,2018,71,48,20,97,95,88,Liverpool
Frank de Boer #7,CAM,2006,87,77,73,79,98,88,Barcelona
Dirk Kuyt #7,GK,2018,80,52,30,97,78,82,Barcelona
Nicolas Otamendi #7,CM,2014,84,77,86,71,97,81,Manchester United
Rivaldo #7,LW,2006,87,77,95,27,92,85,Barcelona
Florian Malouda #7,CAM,2010,82,72,67,85,77,89,Manchester United
Pascal Groß #7,GK,2006,76,55,21,94,91,91,Paris SG
Karl-Heinz Förster #7,GK,2022,81,47,33,89,86,82,Real Madrid
Jackson Martinez #7,LB,2014,86,76,56,95,77,98,Bayern Munich
Éver Banega #7,LW,2022,84,78,85,47,95,96,Arsenal
Sokratis #7,ST,2022,95,77,93,44,98,78,Manchester United
Youri Tielemans #7,LW,2010,90,95,88,55,76,89,Manchester United
Pauleta #7,CM,2014,87,75,82,63,76,89,Paris SG
Victor Valdés #7,LW,2022,86,80,98,47,98,78,Arsenal
Valeriy Lobanovskyi #7,LW,2006,96,94,98,34,96,84,Napoli
Kevin Keegan #7,CB,2006,86,70,48,96,81,90,Manchester United
Javi Martínez #7,RB,2006,89,60,49,87,87,78,AC Milan
Jaap Stam #7,LW,2018,85,85,95,28,79,85,Real Madrid
Mauro Camoranesi #7,CAM,2006,91,71,75,73,77,88,Paris SG
Philipp Lahm #7,ST,2010,82,80,90,26,79,88,Barcelona
Luis Suárez #7,LB,2018,87,73,48,92,93,81,Inter Milan
Alfredo Di Stéfano #7,CAM,2006,79,90,83,61,76,96,Barcelona
Álvaro González #7,RB,2014,75,63,53,91,89,89,Inter Milan
Nemanja Vidic #7,LB,2014,85,61,45,96,83,98,AC Milan
Mark Lawrenson #7,RB,2018,83,61,55,91,78,94,Liverpool
Sérgio Ramos #7,ST,2018,85,79,92,50,93,87,Inter Milan
Henrique Neguinho #7,LW,2018,88,88,91,41,88,83,Liverpool
Andres Iniesta #7,GK,2018,72,37,38,96,79,85,Bayern Munich
Eric Cantona #7,CAM,2014,92,85,87,75,76,79,Arsenal
Joel Alarcon #7,CAM,2022,93,75,73,77,75,96,Chelsea
Carlos Valderrama #7,CM,2010,90,86,79,76,87,90,Bayern Munich
Miguel Borja #7,CDM,2022,89,86,87,84,94,84,Napoli
Salif Keita #7,LB,2014,83,74,53,99,91,85,Arsenal
Ronaldinho Gaucho #7,LW,2022,90,79,83,42,85,87,Barcelona
Matías Fernández #7,LW,2018,95,86,88,41,75,92,Barcelona
Bastian Schweinsteiger #7,CAM,2006,88,73,71,65,78,87,Liverpool
George Best #7,CDM,2006,82,90,71,68,86,92,AC Milan
Mark van Bommel #7,CM,2018,82,78,73,65,98,98,Inter Milan
Jan Krejčí #7,RB,2006,79,69,54,87,94,87,Barcelona
Gianlluigi Buffon #7,RB,2018,89,73,59,99,98,88,AC Milan
Djibril Cissé #7,CB,2022,82,78,47,86,92,97,Napoli
Maicon #7,LW,2018,89,91,97,44,84,85,Napoli
Dejan Stankovic #7,CB,2006,80,67,61,87,76,78,Real Madrid
Jorge Carrascal #7,CAM,2006,79,77,68,68,88,84,AC Milan
Angel Di Maria #7,GK,2010,74,43,20,93,79,91,Bayern Munich
Rui Costa #7,CAM,2014,80,87,66,79,81,89,Juventus
Hernán Crespo #7,CM,2014,84,84,75,78,94,81,Manchester United
Yacine Brahimi #7,CM,2022,80,83,82,76,92,81,Paris SG
Bentaleb Nacho #7,CDM,2014,81,70,74,81,97,85,Arsenal
Karel Poborský #7,CM,2014,90,83,82,65,88,85,Paris SG
Gueule de Bois #7,CAM,2014,80,81,78,62,91,87,AC Milan
Xavi Hernandez #7,CM,2018,86,77,87,78,96,89,Liverpool
Giorgio Chiellini #7,CDM,2018,85,70,72,80,94,93,Juventus
Luka Modric #7,LW,2010,96,89,89,33,93,84,Barcelona
Adriano Correia #7,CAM,2006,80,78,87,68,95,95,Real Madrid
Johan Cruyff #7,LW,2014,87,78,83,35,98,91,Bayern Munich
George Weah #7,RB,2022,76,65,56,99,98,93,Arsenal
Ruben Riquelme #7,CDM,2022,81,72,88,77,77,92,Napoli
Diogo Jota #7,RB,2022,90,73,49,98,84,95,Chelsea
Shunsuke Nakamura #7,CAM,2010,94,90,68,82,94,78,Inter Milan
Alex Valdivia #7,GK,2006,77,32,34,96,89,79,Arsenal
Christoph Kramer #7,ST,2022,91,90,91,45,92,86,Liverpool
Dimitri Payet #7,RB,2010,76,73,46,95,88,85,Real Madrid
Stan Collymore #7,GK,2010,73,33,34,96,84,96,Liverpool
Isco Alarcon #7,CM,2010,90,78,88,85,89,98,Juventus
Ngolo Kante #7,LW,2018,85,94,86,56,88,81,Inter Milan
Hennes Weisweiler #7,LW,2018,85,90,95,46,86,91,Inter Milan
Abdessalem Ayouni #7,CAM,2010,89,87,87,80,80,94,Inter Milan
Ederson #7,CM,2018,79,81,77,84,86,96,Barcelona
Mario Mandic #7,LW,2022,93,87,86,54,76,95,AC Milan
Paul Ince #7,LW,2022,92,85,96,57,82,90,Arsenal
Granit Xhaka #7,CDM,2010,85,82,78,69,90,93,Chelsea
Lucas Paquetá #7,CAM,2014,89,90,84,68,90,86,Bayern Munich
David de Gea #7,LW,2014,89,92,96,46,91,95,Manchester United
Thibault Courtois #7,LW,2010,96,93,83,31,81,93,Arsenal
Teófilo Cubillas #7,RB,2014,89,64,64,98,84,89,Paris SG
Juan Roman Riquelme #7,CDM,2014,84,82,80,75,81,79,Manchester United
Carlos Puyol #7,LW,2022,94,87,90,44,90,96,Real Madrid
Mohamed Aboutrika #7,CM,2010,87,74,71,79,92,87,Real Madrid
John Toshack #7,CAM,2006,90,76,81,75,85,89,Barcelona
Elías Figueroa #7,LW,2018,87,89,90,34,92,80,AC Milan
Wilfried Bony #7,ST,2018,89,85,88,29,92,92,Napoli
Éder Militão #7,CAM,2022,93,82,75,75,77,78,Bayern Munich
Hatem Ben Arfa #7,LW,2006,91,76,96,36,82,96,Barcelona
Michu #7,ST,2022,82,79,98,29,86,86,Paris SG
Francesco Totti #7,RB,2006,84,71,52,98,98,78,Barcelona
Fernando Torres #7,CAM,2018,82,90,65,79,81,96,Inter Milan
Mason Mount #7,CM,2006,93,79,66,67,97,91,Real Madrid
Villasanti Diego #7,ST,2022,95,91,85,30,92,85,Chelsea
Edwin van der Sar #7,RB,2022,80,79,48,85,88,87,Barcelona
Nélson Semedo #7,ST,2014,89,94,90,27,78,82,Napoli
Samuel Umtiti #7,GK,2022,76,41,21,96,75,95,Paris SG
Aurélien Tchouaméni #7,LW,2010,88,77,91,55,96,89,Bayern Munich
Virgil van Dijk #7,CAM,2010,85,88,86,78,91,87,Manchester United
Abelardo Fernandez #7,RB,2006,87,71,51,96,92,98,Bayern Munich
Liliam Thuram #7,CAM,2022,93,75,66,60,94,87,Real Madrid
Berti Vogts #7,CDM,2022,79,83,69,69,78,84,Paris SG
Sergio Busquets #7,CM,2010,84,91,78,82,88,89,Liverpool
Alphonse Areola #7,CB,2006,77,66,66,90,97,84,Barcelona
Ernst Happel #7,CB,2018,86,65,52,91,96,89,Juventus
Vieira Patrick #7,LW,2014,89,88,93,57,88,93,Paris SG
Ilkay Gundogan #7,CAM,2014,82,90,71,85,81,82,Liverpool
Stam Jaap #7,ST,2018,83,78,92,30,83,97,Manchester United
Joao Mario #7,CM,2014,92,76,86,79,91,82,Chelsea
Ley Yashin #7,ST,2014,88,93,92,34,96,95,Napoli
Juan Pablo Sorin #7,GK,2014,77,37,34,89,83,96,Inter Milan
Bobby Moore #7,GK,2018,74,51,41,98,93,79,Manchester United
Juan Cuadrado #7,GK,2010,79,48,24,98,92,81,Inter Milan
Giorgian Meladze #7,CDM,2014,92,73,78,74,75,86,Bayern Munich
Ryan Giggs #7,CB,2022,89,70,59,94,89,91,Liverpool
João Moutinho #7,CDM,2010,90,87,65,67,88,90,Chelsea
James Milner #7,ST,2014,87,87,91,49,85,84,Inter Milan
Luis Enrique #7,LW,2010,96,90,92,47,79,80,Liverpool
Simão Sabrosa #7,LW,2022,85,83,94,52,80,94,Napoli
Serhiy Rebrov #7,RB,2006,77,80,57,93,84,89,AC Milan
Alan Dzagoev #7,RB,2022,75,73,53,98,89,87,AC Milan
Kazuyoshi Miura #7,CM,2022,91,78,76,68,91,81,Paris SG
Naohiro Takahara #7,CAM,2022,81,70,88,72,75,82,Inter Milan
Jerome Boateng #7,ST,2014,88,75,92,27,83,87,Paris SG
Holger Badstuber #7,LW,2010,93,77,87,40,89,91,Liverpool
Robert Pires #7,LW,2022,89,93,97,25,84,87,AC Milan
Pelé #7,RB,2006,81,72,65,99,83,88,Napoli
Cesar Azpilicueta #7,CAM,2006,89,89,74,83,78,80,Arsenal
Nani #7,LW,2006,91,91,82,32,90,82,Liverpool
Leon Goretzka #7,CB,2014,76,62,48,88,84,88,Juventus
Patrick Vieira #7,CM,2010,79,92,71,68,88,82,Napoli
Dedryck Boyata #7,CAM,2022,79,91,69,81,85,88,Inter Milan
Martin Benitez #7,CAM,2010,87,85,65,71,97,91,Arsenal
Riyad Mahrez #7,CM,2014,86,72,84,67,76,83,Juventus
Raphael Varane #7,CB,2018,86,72,69,91,96,84,Manchester United
N'Golo Kanté #7,ST,2022,87,89,84,43,85,82,Chelsea
Mark González #7,CDM,2006,79,92,81,66,77,85,Inter Milan
Maarten Stekelenburg #7,LB,2006,75,78,62,90,80,97,Bayern Munich
John Terry #7,CAM,2006,79,70,73,62,97,87,Arsenal
Fabinho #7,LW,2006,88,88,88,28,85,88,Inter Milan
Vinicius Jr #7,ST,2010,84,86,95,42,82,84,Paris SG
Antonio Rudiger #7,CM,2022,90,85,78,75,88,96,Bayern Munich
Igor Akinfeev #7,CDM,2022,94,79,67,62,76,85,Barcelona
Essam El-Hadary #7,CAM,2006,94,89,85,62,96,96,AC Milan
Ezequiel Lavezzi #7,CM,2018,90,86,78,61,77,98,Manchester United
Cesc Fàbregas #7,CAM,2014,93,79,85,75,87,84,Real Madrid
